      1 11 5 38.200705 11 5 38.200705 27
      2 11 5 38.243189 11 5 38.243189 27
      3 11 5 38.284907 11 5 38.284907 27
      4 11 5 38.327182 11 5 38.327182 31
      5 11 5 38.369211 11 5 38.369211 27
      6 11 5 38.410875 11 5 38.410875 27
      7 11 5 38.453243 11 5 38.453243 29
      8 11 5 38.494942 11 5 38.494942 27
      9 11 5 38.536691 11 5 38.536691 27
     10 11 5 38.581266 11 5 38.581266 29
     11 11 5 38.623609 11 5 38.623609 27
     12 11 5 38.665562 11 5 38.665562 27
     13 11 5 38.707671 11 5 38.707671 27
     14 11 5 38.749756 11 5 38.749756 27
     15 11 5 38.791997 11 5 38.791997 27
     16 11 5 38.833979 11 5 38.833979 27
     17 11 5 38.875973 11 5 38.875973 27
     18 11 5 38.918424 11 5 38.918424 31
     19 11 5 38.960358 11 5 38.960358 31
     20 11 5 39.002182 11 5 39.002182 31
     21 11 5 39.044011 11 5 39.044011 27
     22 11 5 39.086025 11 5 39.086025 27
     23 11 5 39.128328 11 5 39.128328 31
     24 11 5 39.170033 11 5 39.170033 27
     25 11 5 39.213547 11 5 39.213547 27
     26 11 5 39.254500 11 5 39.254500 27
     27 11 5 39.296569 11 5 39.296569 27
     28 11 5 39.338919 11 5 39.338919 27
     29 11 5 39.381053 11 5 39.381053 31
     30 11 5 39.423251 11 5 39.423251 31
     31 11 5 39.465216 11 5 39.465216 27
     32 11 5 39.507134 11 5 39.507134 29
     33 11 5 39.549406 11 5 39.549406 27
     34 11 5 39.591581 11 5 39.591581 27
     35 11 5 39.633839 11 5 39.633839 27
     36 11 5 39.675623 11 5 39.675623 27
     37 11 5 39.717655 11 5 39.717655 27
     38 11 5 39.759532 11 5 39.759532 27
     39 11 5 39.801363 11 5 39.801363 27
     40 11 5 39.843670 11 5 39.843670 27
     41 11 5 39.885535 11 5 39.885535 31
     42 11 5 39.927936 11 5 39.927936 27
     43 11 5 39.969915 11 5 39.969915 27
     44 11 5 40.011796 11 5 40.011796 27
     45 11 5 40.053956 11 5 40.053956 31
     46 11 5 40.095551 11 5 40.095551 27
     47 11 5 40.137683 11 5 40.137683 27
     48 11 5 40.179331 11 5 40.179331 27
     49 11 5 40.220865 11 5 40.220865 27
     50 11 5 40.263034 11 5 40.263034 31
     51 11 5 40.305218 11 5 40.305218 27
     52 11 5 40.347342 11 5 40.347342 27
     53 11 5 40.389230 11 5 40.389230 27
     54 11 5 40.431516 11 5 40.431516 27
     55 11 5 40.473384 11 5 40.473384 27
     56 11 5 40.515867 11 5 40.515867 27
     57 11 5 40.558210 11 5 40.558210 27
     58 11 5 40.599991 11 5 40.599991 27
     59 11 5 40.642000 11 5 40.642000 27
     60 11 5 40.683713 11 5 40.683713 27
     61 11 5 40.725586 11 5 40.725586 27
     62 11 5 40.767536 11 5 40.767536 27
     63 11 5 40.809614 11 5 40.809614 27
     64 11 5 40.851932 11 5 40.851932 27
     65 11 5 40.894248 11 5 40.894248 27
     66 11 5 40.936192 11 5 40.936192 27
     67 11 5 40.978327 11 5 40.978327 27
     68 11 5 41.020336 11 5 41.020336 29
     69 11 5 41.062690 11 5 41.062690 27
     70 11 5 41.104966 11 5 41.104966 27
     71 11 5 41.147392 11 5 41.147392 29
     72 11 5 41.189451 11 5 41.189451 27
     73 11 5 41.231359 11 5 41.231359 29
     74 11 5 41.273139 11 5 41.273139 27
     75 11 5 41.315229 11 5 41.315229 29
     76 11 5 41.357503 11 5 41.357503 27
     77 11 5 41.399755 11 5 41.399755 27
     78 11 5 41.441720 11 5 41.441720 31
     79 11 5 41.485393 11 5 41.485393 27
     80 11 5 41.527211 11 5 41.527211 27
     81 11 5 41.569210 11 5 41.569210 27
     82 11 5 41.606181 11 5 41.606181 27
     83 11 5 41.648099 11 5 41.648099 27
     84 11 5 41.690370 11 5 41.690370 27
     85 11 5 41.732254 11 5 41.732254 30
     86 11 5 41.774119 11 5 41.774119 27
     87 11 5 41.816169 11 5 41.816169 27
     88 11 5 41.857950 11 5 41.857950 31
     89 11 5 41.900755 11 5 41.900755 27
     90 11 5 41.942609 11 5 41.942609 29
     91 11 5 41.984531 11 5 41.984531 27
     92 11 5 42.026315 11 5 42.026315 27
     93 11 5 42.068837 11 5 42.068837 27
     94 11 5 42.110619 11 5 42.110619 30
     95 11 5 42.152970 11 5 42.152970 27
     96 11 5 42.194964 11 5 42.194964 27
     97 11 5 42.237004 11 5 42.237004 27
     98 11 5 42.279473 11 5 42.279473 27
     99 11 5 42.321697 11 5 42.321697 27
    100 11 5 42.363774 11 5 42.363774 27
    101 11 5 42.406007 11 5 42.406007 31
    102 11 5 42.448174 11 5 42.448174 27
    103 11 5 42.490020 11 5 42.490020 27
    104 11 5 42.534303 11 5 42.534303 33
    105 11 5 42.576908 11 5 42.576908 27
    106 11 5 42.619096 11 5 42.619096 27
    107 11 5 42.660927 11 5 42.660927 27
    108 11 5 42.702731 11 5 42.702731 27
    109 11 5 42.744740 11 5 42.744740 27
    110 11 5 42.786879 11 5 42.786879 27
    111 11 5 42.829290 11 5 42.829290 29
    112 11 5 42.871523 11 5 42.871523 27
    113 11 5 42.913778 11 5 42.913778 27
    114 11 5 42.956119 11 5 42.956119 27
    115 11 5 42.998100 11 5 42.998100 27
    116 11 5 43.040063 11 5 43.040063 27
    117 11 5 43.083131 11 5 43.083131 31
    118 11 5 43.125475 11 5 43.125475 27
    119 11 5 43.168253 11 5 43.168253 27
    120 11 5 43.210136 11 5 43.210136 27
    121 11 5 43.252252 11 5 43.252252 27
    122 11 5 43.294180 11 5 43.294180 31
    123 11 5 43.333695 11 5 43.333695 27
    124 11 5 43.375998 11 5 43.375998 31
    125 11 5 43.418368 11 5 43.418368 27
    126 11 5 43.460306 11 5 43.460306 27
    127 11 5 43.502661 11 5 43.502661 27
    128 11 5 43.544744 11 5 43.544744 27
    129 11 5 43.586925 11 5 43.586925 29
    130 11 5 43.629419 11 5 43.629419 27
    131 11 5 43.671265 11 5 43.671265 27
    132 11 5 43.712516 11 5 43.712516 27
    133 11 5 43.754596 11 5 43.754596 27
    134 11 5 43.796587 11 5 43.796587 27
    135 11 5 43.838569 11 5 43.838569 27
    136 11 5 43.881058 11 5 43.881058 27
    137 11 5 43.922959 11 5 43.922959 27
    138 11 5 43.965034 11 5 43.965034 31
    139 11 5 44.006978 11 5 44.006978 29
    140 11 5 44.048916 11 5 44.048916 27
    141 11 5 44.090974 11 5 44.090974 27
    142 11 5 44.133687 11 5 44.133687 27
    143 11 5 44.176310 11 5 44.176310 27
    144 11 5 44.218714 11 5 44.218714 29
    145 11 5 44.260528 11 5 44.260528 27
    146 11 5 44.302377 11 5 44.302377 27
    147 11 5 44.344889 11 5 44.344889 31
    148 11 5 44.386947 11 5 44.386947 27
    149 11 5 44.429031 11 5 44.429031 31
    150 11 5 44.471264 11 5 44.471264 27
    151 11 5 44.513268 11 5 44.513268 27
    152 11 5 44.555171 11 5 44.555171 27
    153 11 5 44.597482 11 5 44.597482 27
    154 11 5 44.639607 11 5 44.639607 27
    155 11 5 44.681776 11 5 44.681776 27
    156 11 5 44.723928 11 5 44.723928 27
    157 11 5 44.766078 11 5 44.766078 27
    158 11 5 44.807864 11 5 44.807864 27
    159 11 5 44.850190 11 5 44.850190 27
    160 11 5 44.892366 11 5 44.892366 27
    161 11 5 44.934234 11 5 44.934234 27
    162 11 5 44.976736 11 5 44.976736 27
    163 11 5 45.018878 11 5 45.018878 27
    164 11 5 45.060682 11 5 45.060682 27
    165 11 5 45.103794 11 5 45.103794 27
    166 11 5 45.145899 11 5 45.145899 27
    167 11 5 45.187934 11 5 45.187934 27
    168 11 5 45.230457 11 5 45.230457 29
    169 11 5 45.272394 11 5 45.272394 31
    170 11 5 45.314053 11 5 45.314053 29
    171 11 5 45.359405 11 5 45.359405 27
    172 11 5 45.401752 11 5 45.401752 27
    173 11 5 45.443795 11 5 45.443795 31
    174 11 5 45.485881 11 5 45.485881 27
    175 11 5 45.528090 11 5 45.528090 27
    176 11 5 45.570160 11 5 45.570160 27
    177 11 5 45.611533 11 5 45.611533 29
    178 11 5 45.653564 11 5 45.653564 31
    179 11 5 45.695682 11 5 45.695682 27
    180 11 5 45.737700 11 5 45.737700 27
    181 11 5 45.780141 11 5 45.780141 27
    182 11 5 45.822365 11 5 45.822365 27
    183 11 5 45.864519 11 5 45.864519 27
    184 11 5 45.908279 11 5 45.908279 27
    185 11 5 45.949172 11 5 45.949172 27
    186 11 5 45.991295 11 5 45.991295 27
    187 11 5 46.033711 11 5 46.033711 27
    188 11 5 46.075366 11 5 46.075366 27
    189 11 5 46.117181 11 5 46.117181 31
    190 11 5 46.159063 11 5 46.159063 31
    191 11 5 46.201574 11 5 46.201574 27
    192 11 5 46.243727 11 5 46.243727 30
    193 11 5 46.285506 11 5 46.285506 27
    194 11 5 46.327380 11 5 46.327380 30
    195 11 5 46.369343 11 5 46.369343 27
    196 11 5 46.403470 11 5 46.403470 27
    197 11 5 46.445648 11 5 46.445648 27
    198 11 5 46.488673 11 5 46.488673 27
    199 11 5 46.531206 11 5 46.531206 27
    200 11 5 46.573108 11 5 46.573108 27
    201 11 5 46.617160 11 5 46.617160 27
    202 11 5 46.659039 11 5 46.659039 30
    203 11 5 46.701900 11 5 46.701900 27
    204 11 5 46.744063 11 5 46.744063 27
    205 11 5 46.786199 11 5 46.786199 27
    206 11 5 46.828274 11 5 46.828274 27
    207 11 5 46.871205 11 5 46.871205 27
    208 11 5 46.913813 11 5 46.913813 27
    209 11 5 46.956193 11 5 46.956193 27
    210 11 5 46.999058 11 5 46.999058 27
    211 11 5 47.041268 11 5 47.041268 27
    212 11 5 47.082920 11 5 47.082920 27
    213 11 5 47.124759 11 5 47.124759 27
    214 11 5 47.166622 11 5 47.166622 27
    215 11 5 47.208835 11 5 47.208835 27
    216 11 5 47.251139 11 5 47.251139 27
    217 11 5 47.293359 11 5 47.293359 27
    218 11 5 47.335077 11 5 47.335077 31
    219 11 5 47.376939 11 5 47.376939 27
    220 11 5 47.418992 11 5 47.418992 27
    221 11 5 47.460747 11 5 47.460747 27
    222 11 5 47.503917 11 5 47.503917 31
    223 11 5 47.546072 11 5 47.546072 27
    224 11 5 47.588243 11 5 47.588243 30
    225 11 5 47.630531 11 5 47.630531 27
    226 11 5 47.672186 11 5 47.672186 27
    227 11 5 47.714422 11 5 47.714422 27
    228 11 5 47.756813 11 5 47.756813 27
