,avg_delay,avg_byte_rate,avg_packet_rate,avg_packet_size,Protocol,NumericalProtocol
0,0.07340000000076544,0.37326149401968706,0.16228760609551612,2.3,Telnet,2
1,0.028300000000308502,0.48086831077835673,0.3434773648416834,1.4,Telnet,2
2,0.08350000000064028,0.34810860988630205,0.10548745754130365,3.3,Telnet,2
3,0.09240000000027067,0.7755047466238711,0.26741542987030037,2.9,Telnet,2
4,0.11219999999921129,0.6328473066018501,0.25313892264074,2.5,Telnet,2
5,0.0592000000000553,0.2441782758443488,0.12851488202334146,1.9,Telnet,2
6,0.08770000000004075,0.5724869506650306,0.3367570298029592,1.7,Telnet,2
7,0.09059999999917637,0.934602425047353,0.2459480065914087,3.8,Telnet,2
8,0.10589999999829161,0.06517039224075605,0.0283349531481548,2.3,Telnet,2
9,0.06749999999956344,0.06692896446549945,0.047806403189642466,1.4,Telnet,2
10,0.08940000000002328,0.12206874397687005,0.06424670735624739,1.9,Telnet,2
11,0.06349999999947613,0.6863606413353323,0.2745442565341329,2.5,Telnet,2
12,0.079399999999805,0.37409149209064635,0.17813880575745064,2.1,Telnet,2
13,0.0635999999998603,0.583949724709364,0.2780712974806495,2.1,Telnet,2
14,0.07199999999902502,0.7455533070615173,0.2662690382362562,2.8,Telnet,2
15,0.05189999999965948,0.08790558015369612,0.0462660948177348,1.9,Telnet,2
16,0.06660000000047148,0.11360777726383804,0.0811484123313129,1.4,Telnet,2
17,0.0441000000002532,0.767766107732814,0.30710644309312557,2.5,Telnet,2
18,0.07320000000108848,0.48888656085760673,0.17460234316343096,2.8,Telnet,2
19,0.07729999999974098,0.6484305578904515,0.2401594658853524,2.7,Telnet,2
20,0.03410000000112632,0.8212309820192842,0.4322268326417285,1.9,Telnet,2
21,0.023500000000785802,0.6186204763377333,0.30931023816886666,2.0,Telnet,2
22,0.028900000000794533,0.6628902012775318,0.3013137278534236,2.2,Telnet,2
23,0.15,0.9061619009264564,0.33561551886165053,2.7,Telnet,2
24,0.11200000000026193,0.6164665053198424,0.22832092789623792,2.7,Telnet,2
25,0.11809999999968568,0.25732140669035475,0.12253400318588321,2.1,Telnet,2
26,0.1963000000003376,0.14169481918995272,0.0745762206262909,1.9,Telnet,2
27,0.10680000000029395,0.10960372165526032,0.06089095647514462,1.8,Telnet,2
28,0.06569999999956053,0.24721878862793129,0.13734377145996182,1.8,Telnet,2
29,0.06900000000023283,0.18265015765592973,0.09613166192417355,1.9,Telnet,2
30,0.10540000000037253,0.40785529294206196,0.20392764647103098,2.0,Telnet,2
31,0.11480000000119617,0.4221190375686215,0.24830531621683619,1.7,Telnet,2
32,0.07099999999918509,0.8254230293025662,0.375192286046621,2.2,Telnet,2
33,0.09100000000107684,0.6156877231868615,0.4104584821245743,1.5,Telnet,2
34,0.06280000000115252,0.4447343453510068,0.29648956356733785,1.5,Telnet,2
35,0.062399999998888234,0.507285178818075,0.281825099343375,1.8,Telnet,2
36,0.07510000000002037,0.4040585435934376,0.2244769686630209,1.8,Telnet,2
37,0.06039999999993597,0.08994230843359038,0.04282967068266209,2.1,Telnet,2
38,0.13170000000027357,0.6735329610192491,0.28063873375802045,2.4,Telnet,2
39,0.09260000000067521,0.06370373516233732,0.05308644596861444,1.2,Telnet,2
40,0.08729999999995926,0.20509815411660684,0.14649868151186202,1.4,Telnet,2
41,0.07479999999959545,1.118273911327641,0.32890409156695327,3.4,Telnet,2
42,0.09289999999964493,0.4559468496243777,0.21711754744017986,2.1,Telnet,2
43,0.11610000000000582,0.09771350400625273,0.07516423385096363,1.3,Telnet,2
44,0.07959999999984575,0.2403103436437922,0.08582512272992578,2.8,Telnet,2
45,0.05519999999924039,1.015556478788867,0.46161658126766675,2.2,Telnet,2
46,0.10250000000014552,0.06249751430340788,0.02840796104700358,2.2,Telnet,2
47,0.07840000000032887,0.14398094215893328,0.13089176559903026,1.1,Telnet,2
48,0.07140000000035798,0.9770251065845091,0.2960682141165179,3.3,Telnet,2
49,0.06120000000082655,0.8628775089101859,0.3751641343087765,2.3,Telnet,2
50,0.07759999999980209,0.16596508698078763,0.15087735180071601,1.1,Telnet,2
51,0.0680000000003929,0.5763513923436206,0.3033428380755898,1.9,Telnet,2
52,0.07070000000167057,0.8907454618055294,0.30715360751914805,2.9,Telnet,2
53,0.08770000000040454,1.4821919002570667,0.4359387941932549,3.4,Telnet,2
54,0.08510000000023865,1.1334120425029905,0.4722550177095794,2.4,Telnet,2
55,0.07079999999914435,0.5191939513904202,0.32449621961901265,1.6,Telnet,2
56,0.10600000000013096,0.39782042627062636,0.12055164432443222,3.3,Telnet,2
57,0.09169999999940046,0.8583396278239314,0.34333585112957254,2.5,Telnet,2
58,0.05969999999979336,0.57856977551502,0.38571318367668,1.5,Telnet,2
59,0.0756999999997788,0.7219637413766293,0.4010909674314607,1.8,Telnet,2
60,0.09459999999926368,0.9428980915742906,0.37715923662971623,2.5,Telnet,2
61,0.10779999999977008,0.3723470274295741,0.31028918952464507,1.2,Telnet,2
62,0.12730000000010477,0.2002217841301137,0.1540167570231644,1.3,Telnet,2
63,0.11830000000009022,0.6839394914708786,0.4023173479240463,1.7,Telnet,2
64,0.08430000000080326,0.4407227853680256,0.20986799303239315,2.1,Telnet,2
65,0.11080000000038126,1.1245220781169587,0.37484069270565284,3.0,Telnet,2
66,0.1206000000009226,0.7913318724129591,0.30435841246652273,2.6,Telnet,2
67,0.1495999999995547,0.31766200762387425,0.15883100381193713,2.0,Telnet,2
68,0.08220000000037544,0.037175642519021806,0.030979702099184842,1.2,Telnet,2
69,0.09050000000024738,0.030284160059357072,0.01892760003709817,1.6,Telnet,2
70,0.08990000000121653,0.7693096727869686,0.5128731151913124,1.5,Telnet,2
71,0.08889999999955762,0.4245810055865922,0.22346368715083798,1.9,Telnet,2
72,0.09239999999954307,0.7005147260378551,0.30457162001645877,2.3,Telnet,2
73,0.11739999999990687,0.5036373810855957,0.27979854504755325,1.8,Telnet,2
74,0.09420000000100118,0.5222734254991852,0.3072196620583443,1.7,Telnet,2
75,0.09290000000037253,0.5635072692437414,0.2817536346218707,2.0,Telnet,2
76,0.06739999999990687,0.42778376322959677,0.15843843082577658,2.7,Telnet,2
77,0.06880000000019208,0.25429886170987415,0.12109469605232102,2.1,Telnet,2
78,0.1025999999998021,0.038002776736220316,0.025335184490813543,1.5,Telnet,2
79,0.11230000000105064,0.24414658561005004,0.24414658561005004,1.0,Telnet,2
